"D" "day" "month" "year" "wy" "tmax_c" "tmin_c" "precip" "wyd"
"850" 1991-01-28 28 1 1991 1991 17.45611111 7.052777778 29.613 119
"851" 1991-01-29 29 1 1991 1991 16.93055555 5.908888889 0 120
"852" 1991-01-30 30 1 1991 1991 17.88611111 6.263888889 0 121
"853" 1991-01-31 31 1 1991 1991 18.36388889 6.697777778 0 122
"854" 1991-02-01 1 2 1991 1991 20.80055555 5.908888889 0 123
"855" 1991-02-02 2 2 1991 1991 21.23055555 7.447222222 0 124
"856" 1991-02-03 3 2 1991 1991 16.93055555 13.008888888 0 125
"857" 1991-02-04 4 2 1991 1991 16.93055555 11.352222222 0 126
"858" 1991-02-05 5 2 1991 1991 24.04944445 13.797777776 0 127
"859" 1991-02-06 6 2 1991 1991 25.10055555 9.458888889 0 128
"860" 1991-02-07 7 2 1991 1991 22.18611111 9.025 0 129
"861" 1991-02-08 8 2 1991 1991 19.31944445 12.141111111 0 130
"862" 1991-02-09 9 2 1991 1991 21.23055555 8.236111111 0 131
"863" 1991-02-10 10 2 1991 1991 22.18611111 8.236111111 0 132
"864" 1991-02-11 11 2 1991 1991 21.23055555 9.025 0 133
"865" 1991-02-12 12 2 1991 1991 21.75611111 8.236111111 0 134
"866" 1991-02-13 13 2 1991 1991 19.74944445 11.786111111 0 135
"867" 1991-02-14 14 2 1991 1991 23.61944445 9.813888889 0 136
"868" 1991-02-15 15 2 1991 1991 24.04944445 12.575 0 137
"869" 1991-02-16 16 2 1991 1991 19.31944445 10.997222222 0 138
"870" 1991-02-17 17 2 1991 1991 21.23055555 11.352222222 0 139
"871" 1991-02-18 18 2 1991 1991 22.18611111 9.025 0 140
"872" 1991-02-19 19 2 1991 1991 23.09388889 8.591111111 0 141
"873" 1991-02-20 20 2 1991 1991 23.09388889 8.591111111 0 142
"874" 1991-02-21 21 2 1991 1991 23.09388889 11.352222222 0 143
"875" 1991-02-22 22 2 1991 1991 18.36388889 9.458888889 0 144
"876" 1991-02-23 23 2 1991 1991 19.31944445 8.236111111 0 145
"877" 1991-02-24 24 2 1991 1991 19.31944445 12.575 0 146
"878" 1991-02-25 25 2 1991 1991 18.36388889 10.997222222 0 147
"879" 1991-02-26 26 2 1991 1991 17.88611111 11.786111111 0 148
"880" 1991-02-27 27 2 1991 1991 18.36388889 14.152777776 0 149
"881" 1991-02-28 28 2 1991 1991 16.93055555 13.797777776 0 150
"882" 1991-03-01 1 3 1991 1991 17.45611111 13.797777776 26.281 151
"883" 1991-03-02 2 3 1991 1991 17.88611111 9.813888889 0 152
"884" 1991-03-03 3 3 1991 1991 18.36388889 10.602777778 0 153
"885" 1991-03-04 4 3 1991 1991 18.36388889 14.547222224 16.732 154
"886" 1991-03-05 5 3 1991 1991 18.79388889 13.363888888 0 155
"887" 1991-03-06 6 3 1991 1991 20.80055555 10.247777778 0 156
"888" 1991-03-07 7 3 1991 1991 21.23055555 8.236111111 0 157
"889" 1991-03-08 8 3 1991 1991 21.23055555 8.591111111 0 158
"890" 1991-03-09 9 3 1991 1991 23.09388889 10.247777778 0 159
"891" 1991-03-10 10 3 1991 1991 18.36388889 10.602777778 2.315 160
"892" 1991-03-11 11 3 1991 1991 18.79388889 11.786111111 0.52 161
"893" 1991-03-12 12 3 1991 1991 20.275 7.802222222 0 162
"894" 1991-03-13 13 3 1991 1991 20.275 10.247777778 6.469 163
"895" 1991-03-14 14 3 1991 1991 18.79388889 10.247777778 0 164
"896" 1991-03-15 15 3 1991 1991 19.31944445 10.247777778 3.011 165
"897" 1991-03-16 16 3 1991 1991 15.44944445 6.263888889 0 166
"898" 1991-03-17 17 3 1991 1991 15.975 12.575 35.922 167
"899" 1991-03-18 18 3 1991 1991 14.493888891 12.141111111 54.241 168
"900" 1991-03-19 19 3 1991 1991 15.019444445 10.997222222 8.78 169
"901" 1991-03-20 20 3 1991 1991 15.44944445 10.997222222 8.01 170
"902" 1991-03-21 21 3 1991 1991 16.93055555 10.247777778 0 171
"903" 1991-03-22 22 3 1991 1991 17.45611111 9.025 0 172
"904" 1991-03-23 23 3 1991 1991 15.975 9.813888889 0 173
"905" 1991-03-24 24 3 1991 1991 15.975 8.591111111 15.01 174
"906" 1991-03-25 25 3 1991 1991 16.50055555 11.352222222 28.656 175
"907" 1991-03-26 26 3 1991 1991 15.44944445 9.025 29.462 176
"908" 1991-03-27 27 3 1991 1991 16.93055555 9.025 0.442 177
"909" 1991-03-28 28 3 1991 1991 17.45611111 9.458888889 0 178
"910" 1991-03-29 29 3 1991 1991 17.45611111 9.025 0 179
"911" 1991-03-30 30 3 1991 1991 17.45611111 11.786111111 0 180
"912" 1991-03-31 31 3 1991 1991 17.45611111 11.352222222 0 181
"913" 1991-04-01 1 4 1991 1991 17.45611111 13.008888888 0 182
"914" 1991-04-02 2 4 1991 1991 18.36388889 10.602777778 0 183
"915" 1991-04-03 3 4 1991 1991 21.23055555 9.813888889 0 184
"916" 1991-04-04 4 4 1991 1991 24.04944445 9.813888889 0 185
"917" 1991-04-05 5 4 1991 1991 24.04944445 11.352222222 0 186
"918" 1991-04-06 6 4 1991 1991 22.66388889 9.813888889 0 187
"919" 1991-04-07 7 4 1991 1991 23.61944445 10.997222222 0 188
"920" 1991-04-08 8 4 1991 1991 23.61944445 9.025 0 189
"921" 1991-04-09 9 4 1991 1991 24.04944445 9.458888889 0 190
"922" 1991-04-10 10 4 1991 1991 25.10055555 14.152777776 0 191
"923" 1991-04-11 11 4 1991 1991 25.53055555 12.141111111 0 192
"924" 1991-04-12 12 4 1991 1991 20.275 10.247777778 0 193
"925" 1991-04-13 13 4 1991 1991 21.75611111 10.997222222 0 194
"926" 1991-04-14 14 4 1991 1991 18.36388889 9.458888889 0 195
"927" 1991-04-15 15 4 1991 1991 18.36388889 9.458888889 0 196
"928" 1991-04-16 16 4 1991 1991 18.36388889 9.025 0 197
"929" 1991-04-17 17 4 1991 1991 17.45611111 9.025 0 198
"930" 1991-04-18 18 4 1991 1991 17.88611111 10.247777778 0 199
"931" 1991-04-19 19 4 1991 1991 18.36388889 12.141111111 0 200
"932" 1991-04-20 20 4 1991 1991 17.88611111 10.997222222 0 201
"933" 1991-04-21 21 4 1991 1991 18.36388889 10.602777778 0 202
"934" 1991-04-22 22 4 1991 1991 18.36388889 10.247777778 0 203
"935" 1991-04-23 23 4 1991 1991 18.79388889 10.602777778 0 204
"936" 1991-04-24 24 4 1991 1991 19.31944445 10.602777778 0 205
"937" 1991-04-25 25 4 1991 1991 22.18611111 12.575 0 206
"938" 1991-04-26 26 4 1991 1991 23.09388889 12.575 0 207
"939" 1991-04-27 27 4 1991 1991 27.91944445 13.797777776 0 208
"940" 1991-04-28 28 4 1991 1991 28.34944445 9.813888889 0 209
"941" 1991-04-29 29 4 1991 1991 25.10055555 12.141111111 0 210
"942" 1991-04-30 30 4 1991 1991 23.61944445 10.247777778 0 211
"943" 1991-05-01 1 5 1991 1991 19.74944445 10.247777778 0 212
"944" 1991-05-02 2 5 1991 1991 20.275 7.802222222 0 213
"945" 1991-05-03 3 5 1991 1991 19.31944445 10.602777778 0 214
"946" 1991-05-04 4 5 1991 1991 19.74944445 9.813888889 0 215
"947" 1991-05-05 5 5 1991 1991 23.09388889 11.786111111 0 216
"948" 1991-05-06 6 5 1991 1991 27.39388889 12.575 0 217
"949" 1991-05-07 7 5 1991 1991 28.875 16.125 0 218
"950" 1991-05-08 8 5 1991 1991 27.39388889 13.797777776 0 219
"951" 1991-05-09 9 5 1991 1991 27.39388889 13.008888888 0 220
"952" 1991-05-10 10 5 1991 1991 22.18611111 10.997222222 0 221
"953" 1991-05-11 11 5 1991 1991 20.80055555 11.786111111 0 222
"954" 1991-05-12 12 5 1991 1991 19.31944445 9.813888889 0 223
"955" 1991-05-13 13 5 1991 1991 20.275 10.997222222 0 224
"956" 1991-05-14 14 5 1991 1991 21.75611111 11.786111111 0 225
"957" 1991-05-15 15 5 1991 1991 25.53055555 12.141111111 0 226
"958" 1991-05-16 16 5 1991 1991 22.18611111 13.797777776 0 227
"959" 1991-05-17 17 5 1991 1991 22.66388889 13.363888888 0 228
"960" 1991-05-18 18 5 1991 1991 23.61944445 9.458888889 0 229
"961" 1991-05-19 19 5 1991 1991 21.23055555 9.458888889 0 230
"962" 1991-05-20 20 5 1991 1991 18.79388889 10.602777778 0 231
"963" 1991-05-21 21 5 1991 1991 19.31944445 13.363888888 0 232
"964" 1991-05-22 22 5 1991 1991 19.31944445 10.997222222 0 233
"965" 1991-05-23 23 5 1991 1991 18.36388889 13.363888888 0 234
"966" 1991-05-24 24 5 1991 1991 18.79388889 12.575 0 235
"967" 1991-05-25 25 5 1991 1991 18.79388889 13.008888888 0 236
"968" 1991-05-26 26 5 1991 1991 18.79388889 13.797777776 0 237
"969" 1991-05-27 27 5 1991 1991 19.31944445 11.352222222 0 238
"970" 1991-05-28 28 5 1991 1991 19.74944445 10.247777778 0 239
"971" 1991-05-29 29 5 1991 1991 20.80055555 10.247777778 0 240
"972" 1991-05-30 30 5 1991 1991 23.61944445 12.141111111 0 241
"973" 1991-05-31 31 5 1991 1991 24.575 10.997222222 0 242
"974" 1991-06-01 1 6 1991 1991 23.61944445 11.352222222 0 243
"975" 1991-06-02 2 6 1991 1991 19.74944445 13.797777776 0 244
"976" 1991-06-03 3 6 1991 1991 19.74944445 11.786111111 0 245
"977" 1991-06-04 4 6 1991 1991 20.275 13.008888888 0 246
"978" 1991-06-05 5 6 1991 1991 19.31944445 13.797777776 0 247
"979" 1991-06-06 6 6 1991 1991 18.79388889 13.008888888 0 248
"980" 1991-06-07 7 6 1991 1991 19.31944445 11.352222222 0 249
"981" 1991-06-08 8 6 1991 1991 20.275 13.797777776 0 250
"982" 1991-06-09 9 6 1991 1991 18.79388889 13.797777776 0 251
"983" 1991-06-10 10 6 1991 1991 19.31944445 14.152777776 0 252
"984" 1991-06-11 11 6 1991 1991 20.275 14.152777776 0 253
"985" 1991-06-12 12 6 1991 1991 21.23055555 14.902222224 0 254
"986" 1991-06-13 13 6 1991 1991 21.23055555 14.547222224 0 255
"987" 1991-06-14 14 6 1991 1991 19.74944445 13.008888888 0 256
"988" 1991-06-15 15 6 1991 1991 20.275 12.575 0 257
"989" 1991-06-16 16 6 1991 1991 19.74944445 13.363888888 0 258
"990" 1991-06-17 17 6 1991 1991 20.80055555 12.575 0 259
"991" 1991-06-18 18 6 1991 1991 21.75611111 14.152777776 0 260
"992" 1991-06-19 19 6 1991 1991 20.80055555 12.575 0 261
"993" 1991-06-20 20 6 1991 1991 21.23055555 12.141111111 0 262
"994" 1991-06-21 21 6 1991 1991 21.23055555 12.141111111 0 263
"995" 1991-06-22 22 6 1991 1991 21.75611111 11.352222222 0 264
"996" 1991-06-23 23 6 1991 1991 21.75611111 11.352222222 0 265
"997" 1991-06-24 24 6 1991 1991 21.23055555 11.786111111 0 266
"998" 1991-06-25 25 6 1991 1991 21.75611111 11.786111111 0 267
"999" 1991-06-26 26 6 1991 1991 22.66388889 12.575 0 268
"1000" 1991-06-27 27 6 1991 1991 22.18611111 15.69111111 0 269
"1001" 1991-06-28 28 6 1991 1991 21.75611111 15.69111111 0 270
"1002" 1991-06-29 29 6 1991 1991 21.75611111 13.363888888 0 271
"1003" 1991-06-30 30 6 1991 1991 24.575 13.363888888 0 272
"1004" 1991-07-01 1 7 1991 1991 25.53055555 16.125 0 273
"1005" 1991-07-02 2 7 1991 1991 20.80055555 15.69111111 0 274
"1006" 1991-07-03 3 7 1991 1991 21.75611111 15.33611111 0 275
"1007" 1991-07-04 4 7 1991 1991 20.80055555 14.902222224 0 276
"1008" 1991-07-05 5 7 1991 1991 21.75611111 16.125 0 277
"1009" 1991-07-06 6 7 1991 1991 22.66388889 16.55888889 0 278
"1010" 1991-07-07 7 7 1991 1991 23.61944445 16.55888889 0 279
"1011" 1991-07-08 8 7 1991 1991 22.66388889 16.55888889 0 280
"1012" 1991-07-09 9 7 1991 1991 21.75611111 15.69111111 0 281
"1013" 1991-07-10 10 7 1991 1991 22.18611111 14.902222224 0 282
"1014" 1991-07-11 11 7 1991 1991 22.18611111 14.902222224 0 283
"1015" 1991-07-12 12 7 1991 1991 21.75611111 15.33611111 0 284
"1016" 1991-07-13 13 7 1991 1991 21.75611111 15.33611111 0 285
"1017" 1991-07-14 14 7 1991 1991 22.18611111 16.55888889 0 286
"1018" 1991-07-15 15 7 1991 1991 22.18611111 15.69111111 0 287
"1019" 1991-07-16 16 7 1991 1991 22.66388889 13.797777776 0 288
"1020" 1991-07-17 17 7 1991 1991 22.18611111 16.55888889 0 289
"1021" 1991-07-18 18 7 1991 1991 21.75611111 16.55888889 0 290
"1022" 1991-07-19 19 7 1991 1991 22.66388889 14.902222224 0 291
"1023" 1991-07-20 20 7 1991 1991 22.18611111 13.363888888 0 292
"1024" 1991-07-21 21 7 1991 1991 21.75611111 13.363888888 0 293
"1025" 1991-07-22 22 7 1991 1991 21.75611111 16.125 0 294
"1026" 1991-07-23 23 7 1991 1991 21.75611111 15.69111111 0 295
"1027" 1991-07-24 24 7 1991 1991 22.18611111 16.125 0 296
"1028" 1991-07-25 25 7 1991 1991 21.75611111 16.125 0 297
"1029" 1991-07-26 26 7 1991 1991 21.75611111 14.902222224 0 298
"1030" 1991-07-27 27 7 1991 1991 22.66388889 16.55888889 0 299
"1031" 1991-07-28 28 7 1991 1991 22.66388889 15.33611111 0 300
"1032" 1991-07-29 29 7 1991 1991 22.66388889 14.902222224 0 301
"1033" 1991-07-30 30 7 1991 1991 23.61944445 16.55888889 0 302
"1034" 1991-07-31 31 7 1991 1991 21.75611111 16.55888889 0 303
"1035" 1991-08-01 1 8 1991 1991 22.18611111 16.125 0 304
"1036" 1991-08-02 2 8 1991 1991 23.09388889 15.33611111 0 305
"1037" 1991-08-03 3 8 1991 1991 22.66388889 15.33611111 0 306
"1038" 1991-08-04 4 8 1991 1991 23.61944445 14.152777776 0 307
"1039" 1991-08-05 5 8 1991 1991 21.75611111 14.547222224 0 308
"1040" 1991-08-06 6 8 1991 1991 22.66388889 14.902222224 0 309
"1041" 1991-08-07 7 8 1991 1991 22.66388889 13.363888888 0 310
"1042" 1991-08-08 8 8 1991 1991 22.66388889 15.33611111 0 311
"1043" 1991-08-09 9 8 1991 1991 22.66388889 16.125 0 312
"1044" 1991-08-10 10 8 1991 1991 23.09388889 15.33611111 0 313
"1045" 1991-08-11 11 8 1991 1991 24.04944445 16.91388889 0 314
"1046" 1991-08-12 12 8 1991 1991 24.575 16.55888889 0 315
"1047" 1991-08-13 13 8 1991 1991 27.39388889 18.88611111 0 316
"1048" 1991-08-14 14 8 1991 1991 27.39388889 18.09722222 0 317
"1049" 1991-08-15 15 8 1991 1991 23.09388889 17.70277778 0 318
"1050" 1991-08-16 16 8 1991 1991 23.61944445 16.91388889 0 319
"1051" 1991-08-17 17 8 1991 1991 23.09388889 17.34777778 0 320
"1052" 1991-08-18 18 8 1991 1991 23.09388889 16.55888889 0 321
"1053" 1991-08-19 19 8 1991 1991 23.09388889 16.91388889 0 322
"1054" 1991-08-20 20 8 1991 1991 23.61944445 16.55888889 0 323
"1055" 1991-08-21 21 8 1991 1991 25.53055555 14.547222224 0 324
"1056" 1991-08-22 22 8 1991 1991 26.48611111 14.152777776 0 325
"1057" 1991-08-23 23 8 1991 1991 24.575 15.69111111 0 326
"1058" 1991-08-24 24 8 1991 1991 25.10055555 16.125 0 327
"1059" 1991-08-25 25 8 1991 1991 22.66388889 16.125 0 328
"1060" 1991-08-26 26 8 1991 1991 21.75611111 15.33611111 0 329
"1061" 1991-08-27 27 8 1991 1991 22.18611111 12.575 0 330
"1062" 1991-08-28 28 8 1991 1991 23.61944445 14.152777776 0 331
"1063" 1991-08-29 29 8 1991 1991 25.10055555 14.902222224 0 332
"1064" 1991-08-30 30 8 1991 1991 22.18611111 15.69111111 0 333
"1065" 1991-08-31 31 8 1991 1991 23.61944445 13.797777776 0 334
"1066" 1991-09-01 1 9 1991 1991 24.04944445 16.55888889 0 335
"1067" 1991-09-02 2 9 1991 1991 22.18611111 15.69111111 0 336
"1068" 1991-09-03 3 9 1991 1991 22.66388889 16.91388889 0 337
"1069" 1991-09-04 4 9 1991 1991 22.66388889 16.125 0 338
"1070" 1991-09-05 5 9 1991 1991 22.66388889 16.55888889 0 339
"1071" 1991-09-06 6 9 1991 1991 22.18611111 16.91388889 0 340
"1072" 1991-09-07 7 9 1991 1991 22.18611111 16.125 0 341
"1073" 1991-09-08 8 9 1991 1991 22.66388889 14.547222224 0 342
"1074" 1991-09-09 9 9 1991 1991 21.75611111 16.125 0 343
"1075" 1991-09-10 10 9 1991 1991 22.66388889 13.008888888 0 344
"1076" 1991-09-11 11 9 1991 1991 23.09388889 13.008888888 0 345
"1077" 1991-09-12 12 9 1991 1991 22.66388889 15.69111111 0 346
"1078" 1991-09-13 13 9 1991 1991 21.75611111 15.69111111 0 347
"1079" 1991-09-14 14 9 1991 1991 19.31944445 16.55888889 0 348
"1080" 1991-09-15 15 9 1991 1991 20.80055555 16.125 0 349
"1081" 1991-09-16 16 9 1991 1991 21.23055555 14.902222224 0 350
"1082" 1991-09-17 17 9 1991 1991 22.18611111 16.55888889 0 351
"1083" 1991-09-18 18 9 1991 1991 22.18611111 16.125 0 352
"1084" 1991-09-19 19 9 1991 1991 22.18611111 16.55888889 0 353
"1085" 1991-09-20 20 9 1991 1991 21.75611111 16.125 0 354
"1086" 1991-09-21 21 9 1991 1991 21.23055555 15.69111111 0 355
"1087" 1991-09-22 22 9 1991 1991 23.09388889 13.797777776 0 356
"1088" 1991-09-23 23 9 1991 1991 25.10055555 13.797777776 0 357
"1089" 1991-09-24 24 9 1991 1991 27.39388889 14.902222224 0 358
"1090" 1991-09-25 25 9 1991 1991 27.39388889 15.69111111 0 359
"1091" 1991-09-26 26 9 1991 1991 22.66388889 15.69111111 0 360
"1092" 1991-09-27 27 9 1991 1991 24.04944445 13.363888888 0 361
"1093" 1991-09-28 28 9 1991 1991 24.04944445 14.547222224 0 362
"1094" 1991-09-29 29 9 1991 1991 22.66388889 15.33611111 0 363
"1095" 1991-09-30 30 9 1991 1991 24.04944445 15.69111111 0 364
"1096" 1991-10-01 1 10 1991 1992 27.91944445 15.33611111 0 1
"1097" 1991-10-02 2 10 1991 1992 30.35611111 14.902222224 0 2
"1098" 1991-10-03 3 10 1991 1992 31.26388889 14.152777776 0 3
"1099" 1991-10-04 4 10 1991 1992 21.75611111 16.55888889 0 4
"1100" 1991-10-05 5 10 1991 1992 21.75611111 15.69111111 0 5
"1101" 1991-10-06 6 10 1991 1992 20.80055555 16.125 0 6
"1102" 1991-10-07 7 10 1991 1992 21.23055555 14.902222224 0 7
"1103" 1991-10-08 8 10 1991 1992 22.66388889 14.547222224 0 8
"1104" 1991-10-09 9 10 1991 1992 23.09388889 14.902222224 0 9
"1105" 1991-10-10 10 10 1991 1992 25.10055555 14.152777776 0 10
"1106" 1991-10-11 11 10 1991 1992 27.91944445 15.33611111 0 11
"1107" 1991-10-12 12 10 1991 1992 28.34944445 16.125 0 12
"1108" 1991-10-13 13 10 1991 1992 26.05611111 15.33611111 0 13
"1109" 1991-10-14 14 10 1991 1992 20.80055555 15.69111111 0 14
"1110" 1991-10-15 15 10 1991 1992 20.80055555 15.69111111 0 15
"1111" 1991-10-16 16 10 1991 1992 19.74944445 15.69111111 0 16
"1112" 1991-10-17 17 10 1991 1992 20.275 14.902222224 0 17
"1113" 1991-10-18 18 10 1991 1992 24.04944445 12.141111111 0 18
"1114" 1991-10-19 19 10 1991 1992 25.10055555 12.575 0 19
"1115" 1991-10-20 20 10 1991 1992 26.05611111 14.902222224 0 20
"1116" 1991-10-21 21 10 1991 1992 21.23055555 17.70277778 0 21
"1117" 1991-10-22 22 10 1991 1992 21.75611111 18.09722222 0 22
"1118" 1991-10-23 23 10 1991 1992 23.09388889 14.902222224 0 23
"1119" 1991-10-24 24 10 1991 1992 23.61944445 11.352222222 0 24
"1120" 1991-10-25 25 10 1991 1992 23.09388889 9.813888889 0 25
"1121" 1991-10-26 26 10 1991 1992 23.61944445 13.008888888 0 26
"1122" 1991-10-27 27 10 1991 1992 21.75611111 13.363888888 14.477 27
"1123" 1991-10-28 28 10 1991 1992 22.18611111 9.458888889 0 28
"1124" 1991-10-29 29 10 1991 1992 23.09388889 9.025 0 29
"1125" 1991-10-30 30 10 1991 1992 24.04944445 9.458888889 0 30
"1126" 1991-10-31 31 10 1991 1992 21.23055555 8.236111111 0 31
"1127" 1991-11-01 1 11 1991 1992 22.18611111 8.236111111 0 32
"1128" 1991-11-02 2 11 1991 1992 22.66388889 8.591111111 0 33
"1129" 1991-11-03 3 11 1991 1992 23.09388889 8.591111111 0 34
"1130" 1991-11-04 4 11 1991 1992 24.575 9.458888889 0 35
"1131" 1991-11-05 5 11 1991 1992 26.96388889 10.247777778 0 36
"1132" 1991-11-06 6 11 1991 1992 28.34944445 11.352222222 0 37
"1133" 1991-11-07 7 11 1991 1992 26.48611111 12.141111111 0 38
"1134" 1991-11-08 8 11 1991 1992 21.75611111 15.33611111 0 39
"1135" 1991-11-09 9 11 1991 1992 21.23055555 15.69111111 0 40
"1136" 1991-11-10 10 11 1991 1992 19.74944445 14.152777776 0 41
"1137" 1991-11-11 11 11 1991 1992 26.05611111 11.352222222 0 42
"1138" 1991-11-12 12 11 1991 1992 27.39388889 9.813888889 0 43
"1139" 1991-11-13 13 11 1991 1992 27.39388889 9.813888889 0 44
"1140" 1991-11-14 14 11 1991 1992 24.04944445 13.363888888 0 45
"1141" 1991-11-15 15 11 1991 1992 21.23055555 9.025 0 46
"1142" 1991-11-16 16 11 1991 1992 21.23055555 7.802222222 0 47
"1143" 1991-11-17 17 11 1991 1992 19.31944445 9.813888889 0 48
"1144" 1991-11-18 18 11 1991 1992 23.09388889 13.008888888 6.378 49
"1145" 1991-11-19 19 11 1991 1992 25.10055555 7.052777778 0.358 50
"1146" 1991-11-20 20 11 1991 1992 22.18611111 8.236111111 0 51
"1147" 1991-11-21 21 11 1991 1992 21.75611111 10.602777778 0 52
"1148" 1991-11-22 22 11 1991 1992 24.04944445 8.591111111 0 53
"1149" 1991-11-23 23 11 1991 1992 24.575 7.802222222 0 54
"1150" 1991-11-24 24 11 1991 1992 23.61944445 7.802222222 0 55
"1151" 1991-11-25 25 11 1991 1992 24.04944445 7.447222222 0 56
"1152" 1991-11-26 26 11 1991 1992 24.575 9.025 0 57
"1153" 1991-11-27 27 11 1991 1992 23.61944445 9.458888889 0 58
"1154" 1991-11-28 28 11 1991 1992 21.23055555 10.602777778 0 59
"1155" 1991-11-29 29 11 1991 1992 19.31944445 7.052777778 0 60
"1156" 1991-11-30 30 11 1991 1992 20.80055555 12.141111111 0 61
"1157" 1991-12-01 1 12 1991 1992 18.36388889 5.041111111 0 62
"1158" 1991-12-02 2 12 1991 1992 18.36388889 5.908888889 0 63
"1159" 1991-12-03 3 12 1991 1992 20.80055555 2.358888889 0 64
"1160" 1991-12-04 4 12 1991 1992 21.23055555 6.697777778 0 65
"1161" 1991-12-05 5 12 1991 1992 21.75611111 6.697777778 0 66
"1162" 1991-12-06 6 12 1991 1992 19.74944445 7.802222222 0 67
"1163" 1991-12-07 7 12 1991 1992 16.93055555 8.591111111 0 68
"1164" 1991-12-08 8 12 1991 1992 17.45611111 12.141111111 1.666 69
"1165" 1991-12-09 9 12 1991 1992 21.75611111 11.786111111 2.447 70
"1166" 1991-12-10 10 12 1991 1992 23.09388889 12.141111111 0 71
"1167" 1991-12-11 11 12 1991 1992 23.61944445 10.247777778 0 72
"1168" 1991-12-12 12 12 1991 1992 20.275 8.591111111 0 73
"1169" 1991-12-13 13 12 1991 1992 18.79388889 10.602777778 0 74
"1170" 1991-12-14 14 12 1991 1992 20.80055555 6.263888889 0 75
"1171" 1991-12-15 15 12 1991 1992 22.66388889 6.263888889 0 76
"1172" 1991-12-16 16 12 1991 1992 23.09388889 7.447222222 0 77
"1173" 1991-12-17 17 12 1991 1992 23.09388889 11.352222222 0 78
"1174" 1991-12-18 18 12 1991 1992 21.23055555 9.813888889 0 79
"1175" 1991-12-19 19 12 1991 1992 21.75611111 13.008888888 0 80
"1176" 1991-12-20 20 12 1991 1992 19.74944445 5.475 0 81
"1177" 1991-12-21 21 12 1991 1992 20.80055555 5.041111111 0 82
"1178" 1991-12-22 22 12 1991 1992 21.75611111 9.458888889 0 83
"1179" 1991-12-23 23 12 1991 1992 20.275 9.025 0 84
"1180" 1991-12-24 24 12 1991 1992 20.80055555 7.447222222 0 85
"1181" 1991-12-25 25 12 1991 1992 18.79388889 7.052777778 0 86
"1182" 1991-12-26 26 12 1991 1992 18.36388889 8.591111111 0 87
"1183" 1991-12-27 27 12 1991 1992 17.88611111 10.997222222 0 88
"1184" 1991-12-28 28 12 1991 1992 17.88611111 12.575 40.29 89
"1185" 1991-12-29 29 12 1991 1992 16.50055555 13.797777776 6.499 90
"1186" 1991-12-30 30 12 1991 1992 16.50055555 11.786111111 44.987 91
"1187" 1991-12-31 31 12 1991 1992 18.79388889 8.591111111 4.269 92
"1188" 1992-01-01 1 1 1992 1992 19.74944445 6.697777778 0 93
"1189" 1992-01-02 2 1 1992 1992 20.275 10.602777778 0 94
"1190" 1992-01-03 3 1 1992 1992 21.23055555 12.575 0 95
"1191" 1992-01-04 4 1 1992 1992 16.93055555 11.352222222 0 96
"1192" 1992-01-05 5 1 1992 1992 16.93055555 12.141111111 16.646 97
"1193" 1992-01-06 6 1 1992 1992 15.44944445 10.247777778 1.421 98
"1194" 1992-01-07 7 1 1992 1992 15.44944445 10.602777778 37.838 99
"1195" 1992-01-08 8 1 1992 1992 17.45611111 6.697777778 13.735 100
"1196" 1992-01-09 9 1 1992 1992 18.36388889 6.263888889 0 101
"1197" 1992-01-10 10 1 1992 1992 18.79388889 7.447222222 0 102
"1198" 1992-01-11 11 1 1992 1992 22.18611111 6.697777778 0 103
"1199" 1992-01-12 12 1 1992 1992 22.66388889 5.475 0 104
"1200" 1992-01-13 13 1 1992 1992 17.88611111 5.908888889 0 105
"1201" 1992-01-14 14 1 1992 1992 18.79388889 7.052777778 0 106
"1202" 1992-01-15 15 1 1992 1992 20.275 7.052777778 0 107
"1203" 1992-01-16 16 1 1992 1992 21.23055555 6.697777778 0 108
"1204" 1992-01-17 17 1 1992 1992 20.80055555 7.052777778 0 109
"1205" 1992-01-18 18 1 1992 1992 19.74944445 7.802222222 0 110
"1206" 1992-01-19 19 1 1992 1992 21.75611111 7.052777778 0 111
"1207" 1992-01-20 20 1 1992 1992 21.75611111 7.052777778 0 112
"1208" 1992-01-21 21 1 1992 1992 19.31944445 8.236111111 0 113
"1209" 1992-01-22 22 1 1992 1992 20.275 6.697777778 0 114
"1210" 1992-01-23 23 1 1992 1992 20.80055555 6.263888889 0 115
"1211" 1992-01-24 24 1 1992 1992 21.23055555 5.908888889 0 116
"1212" 1992-01-25 25 1 1992 1992 22.18611111 10.247777778 0 117
"1213" 1992-01-26 26 1 1992 1992 21.75611111 8.591111111 0 118
"1214" 1992-01-27 27 1 1992 1992 21.75611111 7.802222222 0 119
"1215" 1992-01-28 28 1 1992 1992 23.09388889 10.247777778 0 120
"1216" 1992-01-29 29 1 1992 1992 23.61944445 10.247777778 0 121
"1217" 1992-01-30 30 1 1992 1992 25.53055555 8.236111111 0 122
"1218" 1992-01-31 31 1 1992 1992 26.05611111 8.236111111 0 123
"1219" 1992-02-01 1 2 1992 1992 23.09388889 9.458888889 0 124
"1220" 1992-02-02 2 2 1992 1992 22.18611111 14.547222224 0 125
"1221" 1992-02-03 3 2 1992 1992 23.09388889 8.591111111 0 126
"1222" 1992-02-04 4 2 1992 1992 23.09388889 8.236111111 0 127
